Campaign_ID,Budget,Duration,Platform,Content_Type,Target_Age,Target_Gender,Region,Clicks,Conversions,CTR,CPC,Conversion_Rate,Success
CAMP-2KBVSI,23903,19,Instagram,Image,18-24,All,Germany,10029,3294,41.95707652,2.383388174,32.84475022,1
CAMP-GBIAF9,19970,16,LinkedIn,Text,45-54,All,Canada,20366,3330,101.9829745,0.9805558283,16.35078071,1
CAMP-2MOVS0,34678,33,Facebook,Text,45-54,Male,India,26233,4809,75.64738451,1.321922769,18.33187207,1
CAMP-CDK36M,6688,26,LinkedIn,Text,25-34,All,UK,28374,3439,424.2523923,0.2357087474,12.12025093,1
CAMP-8JVH7U,38169,37,LinkedIn,Story,55+,Female,UK,24674,225,64.64408289,1.546931993,0.9118910594,0
CAMP-JODCK8,26890,46,Instagram,Image,18-24,All,UK,38226,738,142.1569357,0.703447915,1.930623136,0
CAMP-2853UY,25389,47,Instagram,Image,45-54,Female,Germany,20295,236,79.93619284,1.250997783,1.162847992,0
CAMP-8U118Q,28278,36,LinkedIn,Story,18-24,All,US,46755,4279,165.3405474,0.6048123195,9.151962357,1
CAMP-QVAECW,28810,5,LinkedIn,Carousel,25-34,Male,Germany,23840,712,82.74904547,1.208473154,2.986577181,1
CAMP-9YIL8S,15585,39,LinkedIn,Video,25-34,Male,Canada,26806,1889,171.9987167,0.5813996866,7.046929792,1
CAMP-A3IDY3,44582,45,Instagram,Image,55+,All,US,2883,4719,6.466735454,15.46375304,163.6836629,1
CAMP-C7RM6J,20752,42,LinkedIn,Video,55+,Male,Canada,5335,1260,25.70836546,3.889784442,23.61761949,1
CAMP-8Y6RH0,4848,28,LinkedIn,Story,25-34,All,US,9639,749,198.8242574,0.5029567383,7.770515614,1
CAMP-5HHIWF,21333,57,YouTube,Carousel,45-54,Male,Germany,47526,3987,222.781606,0.4488700922,8.389092286,1
CAMP-D7YXW1,9535,25,Facebook,Carousel,18-24,Female,UK,14166,3552,148.5684321,0.6730904984,25.07412114,1
CAMP-TBRWR9,3809,46,Google,Carousel,35-44,All,India,7695,510,202.021528,0.4949967511,6.627680312,1
CAMP-65R96K,30455,41,Facebook,Story,55+,Female,UK,44836,1824,147.2204892,0.6792532786,4.068159515,1
CAMP-HUB2RT,13216,17,YouTube,Text,35-44,Female,Germany,29200,4881,220.9443099,0.4526027397,16.71575342,1
CAMP-SOYG9Z,25570,58,Google,Text,45-54,All,US,10939,2942,42.78060227,2.337507999,26.89459731,1
CAMP-QYAHUL,42444,51,LinkedIn,Video,55+,Female,UK,30336,4233,71.47299972,1.399129747,13.95371835,1
CAMP-WJTIQW,43018,6,YouTube,Text,35-44,All,Germany,37595,2135,87.39364917,1.144247905,5.678946668,1
CAMP-NRHZN4,39398,31,LinkedIn,Text,45-54,Female,Canada,16044,1778,40.72287933,2.455622039,11.08202443,1
CAMP-KGEUID,43056,24,Instagram,Carousel,18-24,All,India,35553,1223,82.5738573,1.211037043,3.439934745,1
CAMP-JIPNF8,14783,27,YouTube,Carousel,45-54,All,UK,46429,3668,314.0702158,0.3184001378,7.900234767,1
CAMP-F3GR94,604,15,Instagram,Video,55+,Male,US,24712,1778,4091.390728,0.02444156685,7.194885076,1
CAMP-SZ2KUU,34082,20,YouTube,Image,25-34,All,Canada,39186,1305,114.975647,0.8697494003,3.330271015,1
CAMP-OYC3RW,34399,35,YouTube,Video,18-24,All,Germany,26689,4860,77.58655775,1.28888306,18.20974933,1
CAMP-QMMU7J,28116,18,Instagram,Video,35-44,Female,India,17255,702,61.37074975,1.629440742,4.068385975,1
CAMP-AE58HU,24060,47,Google,Story,55+,All,US,32980,2990,137.0739817,0.7295330503,9.066100667,1
CAMP-XG2MYR,33691,44,Facebook,Story,25-34,Male,Germany,7827,152,23.23172361,4.304458924,1.941995656,0
CAMP-06NKWF,17412,46,LinkedIn,Video,45-54,Female,Germany,28365,1326,162.9048932,0.6138551031,4.674775251,1
CAMP-G3MWU4,37897,4,YouTube,Video,25-34,Female,UK,47667,1302,125.7804048,0.7950363983,2.73144943,1
CAMP-CFILKJ,46296,57,LinkedIn,Video,55+,Male,UK,27023,3723,58.37005357,1.713207268,13.7771528,1
CAMP-XJQ5NV,49385,37,Instagram,Text,55+,Female,US,18366,1712,37.18942999,2.688936078,9.321572471,1
CAMP-8OGA0X,2205,44,LinkedIn,Story,25-34,Female,Germany,27354,807,1240.544218,0.08060978285,2.950208379,1
CAMP-7ZCGDC,36495,36,Instagram,Video,45-54,Female,UK,36353,4331,99.6109056,1.003906143,11.91373477,1
CAMP-5TAO1C,45840,32,LinkedIn,Carousel,25-34,Female,India,30572,2723,66.69284468,1.499411226,8.906842863,1
CAMP-JFX5LI,22800,57,Facebook,Carousel,55+,Male,India,22390,4657,98.20175439,1.018311746,20.79946405,1
CAMP-KWE4BX,34720,15,Facebook,Text,55+,Male,Germany,19880,1326,57.25806452,1.746478873,6.670020121,1
CAMP-4LR9TJ,37778,15,Facebook,Text,35-44,Female,UK,13453,4134,35.61067288,2.808146882,30.72920538,1
CAMP-Q8ZGVW,20659,20,Facebook,Image,35-44,Female,US,14566,1160,70.50680091,1.418302897,7.963751201,1
CAMP-WUSXLM,27609,34,Facebook,Image,18-24,Male,US,19141,2870,69.32884204,1.442401128,14.99399195,1
CAMP-T2PNJK,27960,34,Facebook,Image,55+,Male,US,8009,4517,28.64449213,3.491072543,56.39905107,1
CAMP-A34MQA,11103,37,Instagram,Text,35-44,Male,India,31982,1243,288.0482752,0.3471640298,3.886561191,1
CAMP-78RAPK,21832,41,YouTube,Text,25-34,Female,UK,30604,348,140.1795529,0.7133708012,1.137106261,0
CAMP-IANOUO,25926,48,LinkedIn,Text,45-54,Female,UK,36751,1832,141.7534521,0.7054501918,4.98489837,1
CAMP-F0ONJP,30454,54,Facebook,Carousel,25-34,All,India,3435,1570,11.2793065,8.865793304,45.70596798,1
CAMP-I163YK,13943,31,Instagram,Text,45-54,Male,US,33740,3936,241.9852256,0.4132483699,11.66567872,1
CAMP-03O4GK,44572,51,Instagram,Carousel,35-44,Female,US,10417,1919,23.37117473,4.278775079,18.4218105,1
CAMP-WWJWGA,48629,31,Instagram,Image,18-24,Male,Germany,46555,3233,95.73505521,1.044549458,6.944474278,1
CAMP-BTGDJZ,6290,55,YouTube,Image,25-34,Female,Canada,33382,3759,530.7154213,0.1884248996,11.26055958,1
CAMP-0IFRML,17740,46,LinkedIn,Image,25-34,Male,UK,19692,2356,111.0033822,0.9008734511,11.96424944,1
CAMP-29Q2L4,38513,59,YouTube,Video,25-34,Female,UK,10839,1398,28.14374367,3.553187563,12.89786881,1
CAMP-8C1CQG,42456,18,Google,Video,45-54,All,UK,35318,2781,83.18729979,1.202106575,7.87417181,1
CAMP-433E1I,44697,58,Instagram,Story,35-44,All,Canada,21000,1825,46.98301899,2.128428571,8.69047619,1
CAMP-1P0BQ1,40921,46,Google,Story,25-34,Male,Germany,25613,2492,62.59133452,1.597665248,9.729434272,1
CAMP-S9RYLL,3430,49,Facebook,Story,25-34,Female,Canada,39699,4061,1157.405248,0.08640016121,10.22947681,1
CAMP-WB7SJW,19187,59,Facebook,Video,18-24,Female,US,36454,405,189.9932246,0.5263345586,1.110989192,0
CAMP-H55HEW,41530,12,YouTube,Video,18-24,Male,US,33041,1722,79.55935468,1.256923217,5.211706667,1
CAMP-LGJE2A,24604,32,LinkedIn,Story,35-44,Female,UK,39115,2826,158.9782149,0.6290170012,7.224849802,1
CAMP-B2RVND,7214,27,Google,Story,35-44,Male,India,47713,3846,661.3945107,0.1511956909,8.060696246,1
CAMP-FDW79W,13423,41,LinkedIn,Text,55+,Female,UK,400,4211,2.979959771,33.5575,1052.75,0
CAMP-CXZ2EI,34221,22,YouTube,Story,18-24,Male,India,18362,3193,53.65711113,1.863685873,17.38917329,1
CAMP-9212PG,11075,7,Facebook,Text,55+,Female,Canada,24177,65,218.3024831,0.4580799934,0.2688505605,0
CAMP-YME6RP,11123,3,LinkedIn,Carousel,45-54,Male,US,28903,1300,259.8489616,0.3848389441,4.497802996,1
CAMP-KZGGM0,21547,32,LinkedIn,Video,55+,Female,India,37550,4921,174.2702,0.5738215712,13.10519308,1
CAMP-J36TCF,25033,51,Facebook,Story,25-34,All,Canada,33835,1416,135.1615867,0.7398551795,4.185015516,1
CAMP-KJNAWN,24059,5,Google,Video,55+,Female,US,18660,3594,77.55933331,1.289335477,19.26045016,1
CAMP-GA41IZ,767,47,Facebook,Video,35-44,Male,India,23640,969,3082.138201,0.03244500846,4.098984772,1
CAMP-XTNSRT,29803,16,LinkedIn,Video,45-54,All,UK,29493,369,98.95983626,1.010510969,1.251144339,0
CAMP-WLXDSC,9437,58,Google,Carousel,25-34,Female,UK,48047,233,509.1342588,0.1964118467,0.4849418278,0
CAMP-4E5HRD,46527,32,Google,Image,55+,All,UK,7220,2243,15.51787134,6.444182825,31.06648199,1
CAMP-U4XSZJ,36587,52,Facebook,Story,45-54,Female,Canada,13353,3084,36.49656982,2.739983524,23.0959335,1
CAMP-NVC7HR,19229,6,LinkedIn,Image,45-54,All,UK,6257,921,32.53939362,3.073198018,14.71951414,1
CAMP-6C2CU7,40351,20,YouTube,Image,25-34,Male,Germany,12366,689,30.64608064,3.263060003,5.571728934,1
CAMP-ONZ3JB,32021,39,LinkedIn,Image,55+,Female,US,35237,4273,110.043409,0.9087322984,12.12645798,1
CAMP-CK88D0,33407,27,Instagram,Video,45-54,Female,Canada,6290,1470,18.82838926,5.311128776,23.37042925,1
CAMP-TGSIWG,27455,50,YouTube,Text,45-54,Male,UK,1943,4726,7.077035148,14.13021101,243.2321153,1
CAMP-0ODWMQ,37832,3,Google,Video,18-24,All,US,13803,4260,36.48498626,2.740853438,30.8628559,1
CAMP-X5GGOM,4935,55,YouTube,Video,45-54,Male,India,38140,3623,772.8470111,0.1293917147,9.499213424,1
CAMP-F9PML9,20259,48,Google,Image,18-24,Male,UK,11282,2101,55.68882966,1.795692253,18.62258465,1
CAMP-LN1P0V,38910,17,Google,Video,55+,All,US,17559,2266,45.12721665,2.215957629,12.90506293,1
CAMP-UH17J8,47705,11,YouTube,Image,55+,Male,Germany,3167,3790,6.638717116,15.06315125,119.6716135,1
CAMP-QO09VS,40180,17,Google,Text,55+,Female,India,36979,824,92.03334993,1.086562644,2.228291733,1
CAMP-9KKH4A,38188,51,Google,Story,35-44,Female,Germany,48341,3432,126.5868859,0.7899712459,7.099563518,1
CAMP-3YJTU7,13316,59,Instagram,Image,55+,Female,US,4092,4152,30.72994893,3.254154448,101.4662757,1
CAMP-FBMENU,35647,26,LinkedIn,Text,45-54,Male,Germany,37251,4214,104.4996774,0.9569407533,11.31244799,1
CAMP-I3DO70,31571,6,LinkedIn,Story,25-34,Female,US,26796,798,84.8753603,1.178198239,2.978056426,1
CAMP-02G3YU,17408,14,Instagram,Carousel,18-24,Female,US,14066,780,80.80193015,1.237594199,5.545286506,1
CAMP-6VK0UC,27632,60,YouTube,Image,35-44,Female,Germany,25072,2851,90.73537927,1.102105935,11.3712508,1
CAMP-C1M3O5,34449,39,Facebook,Image,55+,Female,US,35476,2893,102.9812186,0.9710508513,8.154808885,1
CAMP-5IXVA1,45545,39,Facebook,Carousel,55+,Female,UK,27988,1894,61.45131189,1.627304559,6.767185937,1
CAMP-NKBTFS,5813,45,Facebook,Carousel,25-34,Female,US,43728,3307,752.2449682,0.132935419,7.56266008,1
CAMP-HB0OQV,49507,8,Instagram,Image,25-34,Male,Canada,35762,2903,72.23624942,1.384346513,8.117554947,1
CAMP-SHKOEC,4904,41,Instagram,Carousel,35-44,Female,US,40028,4804,816.2316476,0.12251424,12.00159888,1
CAMP-UBODS1,10236,58,Google,Video,18-24,Female,Canada,8837,3719,86.33255178,1.158311644,42.08441779,1
CAMP-EEURXH,109,48,Facebook,Story,55+,All,US,2036,22,1867.889908,0.05353634578,1.080550098,0
CAMP-W0IC1L,19355,26,YouTube,Story,35-44,Male,US,10992,1501,56.79152674,1.760826055,13.65538574,1
CAMP-7DYPML,23893,13,YouTube,Story,45-54,Male,Germany,17508,843,73.27669192,1.364690427,4.814941741,1
CAMP-VAK9W9,29648,15,Facebook,Video,45-54,Male,UK,12211,1761,41.18658931,2.427974777,14.42142331,1
CAMP-PFB3HN,37992,36,Facebook,Carousel,35-44,Male,UK,20739,3642,54.58780796,1.831910893,17.56111674,1
CAMP-14EB87,1115,27,Facebook,Text,55+,Female,India,29213,192,2620,0.03816793893,0.657241639,0
CAMP-53AYEQ,27812,9,Instagram,Carousel,35-44,Female,Germany,35825,396,128.8113045,0.7763293789,1.105373343,0
CAMP-AHTHSJ,35061,54,Instagram,Image,55+,All,Germany,33787,4663,96.36633296,1.03770681,13.80116613,1
CAMP-R0FZAU,8515,6,Instagram,Story,25-34,All,UK,8822,4327,103.6054022,0.9652006348,49.04783496,1
CAMP-XBGK2W,46418,10,LinkedIn,Carousel,35-44,Male,Germany,35642,874,76.78486794,1.302339936,2.452163178,1
CAMP-BXANJ4,47380,22,YouTube,Text,55+,All,UK,1261,2622,2.661460532,37.57335448,207.9302141,0
CAMP-X5A5XI,23933,31,YouTube,Image,35-44,All,Germany,279,4336,1.165754398,85.78136201,1554.121864,0
CAMP-N9DL5T,4258,56,Google,Video,35-44,Male,US,48592,90,1141.193048,0.08762759302,0.1852156734,0
CAMP-GSQ7AI,20409,55,Instagram,Video,55+,Male,UK,14395,2280,70.53260816,1.417783953,15.83883293,1
CAMP-TMOFMM,7070,53,LinkedIn,Text,55+,All,UK,36003,457,509.2362093,0.1963725245,1.269338666,0
CAMP-WI9S3W,7038,47,LinkedIn,Image,18-24,Female,Canada,31869,2281,452.8132992,0.2208415702,7.157425712,1
CAMP-563BTK,21268,48,YouTube,Story,35-44,All,Germany,47829,4450,224.8871544,0.4446674612,9.303978758,1
CAMP-F6XDN8,46640,12,Instagram,Carousel,45-54,All,Germany,16935,1005,36.31003431,2.75405964,5.93445527,1
CAMP-WWIIF8,20484,45,Google,Image,35-44,Female,UK,26758,4535,130.6287834,0.7655280664,16.94820241,1
CAMP-6LTHET,18117,36,Instagram,Video,35-44,Female,US,98,345,0.5409284098,184.8673469,352.0408163,0
CAMP-25LZSE,10444,59,Facebook,Text,55+,Male,US,20000,2712,191.4975105,0.5222,13.56,1
CAMP-99F77L,40134,28,Instagram,Text,35-44,Male,US,15223,4753,37.93043305,2.636405439,31.22249228,1
CAMP-U8EL50,8802,43,Facebook,Carousel,35-44,All,Germany,49588,2463,563.3719609,0.1775026216,4.966927482,1
CAMP-15OOP7,484,51,Facebook,Text,45-54,Female,Canada,33787,1117,6980.785124,0.01432503626,3.306005268,1
CAMP-67J2DG,504,60,Google,Text,55+,Male,UK,28086,626,5572.619048,0.01794488357,2.228868475,1
CAMP-1WJUII,41043,5,YouTube,Image,35-44,All,India,47371,4380,115.4179763,0.8664161618,9.246163264,1
CAMP-YMYRSV,48026,58,Instagram,Story,25-34,Female,Canada,5870,1980,12.22254612,8.181601363,33.73083475,1
CAMP-ZN4REG,29289,8,Facebook,Carousel,18-24,All,India,14342,3995,48.96718905,2.042183796,27.85525031,1
CAMP-B1AJO0,12863,7,Instagram,Image,45-54,Male,Canada,3102,1679,24.11568063,4.146679562,54.12637008,1
CAMP-91C795,18484,7,YouTube,Story,35-44,Male,US,44427,223,240.3538195,0.4160533009,0.5019470142,0
CAMP-RLQIOB,32706,56,YouTube,Image,25-34,Female,Germany,23831,744,72.86430624,1.372414082,3.12198397,1
CAMP-0NLW0V,9960,49,LinkedIn,Image,35-44,All,India,2352,463,23.61445783,4.234693878,19.68537415,1
CAMP-S52SQ3,38857,25,YouTube,Text,35-44,Female,Canada,2333,1569,6.004066191,16.65537934,67.25246464,1
CAMP-B9SO0U,15206,51,Google,Story,55+,Male,Germany,48203,3348,316.9998685,0.3154575441,6.945625791,1
CAMP-SWBKOK,23674,11,Facebook,Carousel,55+,Male,India,42617,1737,180.0160514,0.5555060187,4.07583828,1
CAMP-3QPWBS,23624,37,LinkedIn,Carousel,55+,All,UK,15670,4040,66.33084998,1.507594129,25.78174856,1
CAMP-F3Q0E2,3736,22,Google,Story,25-34,All,Canada,30511,3952,816.6755889,0.1224476418,12.95270558,1
CAMP-7ZEOQG,11016,60,Instagram,Text,35-44,All,UK,20800,665,188.8162672,0.5296153846,3.197115385,1
CAMP-VZHQJY,4909,51,Facebook,Video,18-24,Female,US,32940,1357,671.0124262,0.1490285367,4.119611415,1
CAMP-62ZEEQ,32301,44,YouTube,Image,45-54,All,UK,23233,1015,71.92656574,1.390306891,4.368785779,1
CAMP-NSN2S8,13556,37,Facebook,Text,55+,All,UK,9522,2133,70.24195928,1.423650494,22.40075614,1
CAMP-NN16UX,48312,52,Instagram,Story,55+,Male,Canada,3777,2669,7.817933433,12.79110405,70.66454858,1
CAMP-F5GZPL,38865,20,LinkedIn,Image,35-44,Male,US,46550,1055,119.7735752,0.8349087003,2.266380236,1
CAMP-1QWEEH,34916,19,LinkedIn,Carousel,35-44,All,UK,25573,1765,73.24149387,1.365346264,6.901810503,1
CAMP-WJQ4TA,45206,26,LinkedIn,Video,25-34,All,Germany,30816,4459,68.16794231,1.466965213,14.46975597,1
CAMP-5IVROC,17200,5,YouTube,Carousel,25-34,Male,India,37776,2870,219.627907,0.4553155443,7.597416349,1
CAMP-VITWU3,22049,34,Google,Story,55+,All,UK,574,1413,2.603292666,38.41289199,246.1672474,0
CAMP-BFXB4Y,4644,37,Google,Image,35-44,Female,US,9129,668,196.5762274,0.5087085113,7.317340344,1
CAMP-4K7BPG,37844,40,Facebook,Story,18-24,Female,UK,8449,3371,22.32586407,4.479109954,39.89821281,1
CAMP-YVYV2G,45643,15,YouTube,Image,45-54,Female,India,27420,1395,60.07492934,1.664587892,5.087527352,1
CAMP-QU7DKN,42883,58,LinkedIn,Text,35-44,All,US,16582,99,38.66800364,2.586117477,0.5970329273,0
CAMP-NCPTKE,26757,49,LinkedIn,Video,35-44,Male,Canada,16871,4071,63.05265912,1.585975935,24.13016419,1
CAMP-ZJSSZW,36287,27,Instagram,Text,25-34,All,US,43212,422,119.0839695,0.8397435897,0.9765805795,0
CAMP-D0W9RY,47298,11,Instagram,Text,45-54,All,Canada,3799,3651,8.032052095,12.45011845,96.10423796,1
CAMP-79KVLS,7339,6,LinkedIn,Story,55+,Male,US,11403,4158,155.3753917,0.6436025607,36.4640884,1
CAMP-9MEUSW,14589,16,LinkedIn,Video,35-44,Male,India,46827,1133,320.974707,0.3115510283,2.41954428,1
CAMP-RGVZ9A,49501,39,YouTube,Image,55+,Male,India,28527,1703,57.62913881,1.735233288,5.969783013,1
CAMP-AWE429,43225,36,Google,Image,35-44,Female,US,24620,3621,56.95777906,1.755686434,14.70755483,1
CAMP-OMUWAH,28638,13,Instagram,Carousel,55+,All,UK,20887,3191,72.93456247,1.371092067,15.2774453,1
CAMP-K2LSLA,32149,43,Google,Image,45-54,Male,India,11487,598,35.73050484,2.798728998,5.205884913,1
CAMP-YM0WBG,37231,58,YouTube,Story,25-34,All,Canada,38154,392,102.4791169,0.9758085653,1.027415212,0
CAMP-LMY62X,43044,5,LinkedIn,Text,45-54,Female,Canada,4601,1076,10.68906235,9.355357531,23.38622039,1
CAMP-RW6TM2,8527,30,Google,Text,18-24,Female,Germany,2873,2651,33.69297526,2.967977724,92.27288549,1
CAMP-O04K0L,41448,31,LinkedIn,Text,25-34,Male,Canada,12966,2385,31.28257093,3.196668209,18.39426192,1
CAMP-THY25M,24385,11,LinkedIn,Video,45-54,Male,Germany,15217,810,62.40311667,1.602484064,5.32299402,1
CAMP-8KB9W4,37726,5,Facebook,Image,18-24,All,US,41495,3310,109.9904575,0.9091697795,7.976864682,1
CAMP-UOV51Z,42908,27,Google,Story,35-44,Male,US,47686,3739,111.1354526,0.8998028772,7.840875729,1
CAMP-LBORIQ,23028,36,Google,Video,35-44,All,US,8441,1160,36.65537606,2.728112783,13.74244758,1
CAMP-8HKE22,19298,14,LinkedIn,Carousel,55+,Male,UK,12708,1532,65.85138356,1.518570979,12.05539817,1
CAMP-6PARSG,19858,44,YouTube,Story,25-34,All,UK,29735,4977,149.7381408,0.6678325206,16.73785102,1
CAMP-70S1F5,15354,11,Facebook,Story,35-44,All,Germany,23430,2683,152.5986714,0.6553137004,11.45113103,1
CAMP-37YE0Q,44338,17,LinkedIn,Story,25-34,All,Canada,42481,254,95.81171907,1.04371366,0.5979143617,0
CAMP-ZSA7YV,1352,42,Instagram,Text,35-44,All,Canada,28969,3549,2142.677515,0.04667057889,12.25102696,1
CAMP-DQBSXL,39864,27,Instagram,Story,55+,Female,US,2361,3186,5.922636966,16.88437103,134.9428208,1
CAMP-UL6LGJ,12273,7,Facebook,Image,45-54,All,India,40043,1232,326.2690459,0.3064955173,3.076692556,1
CAMP-LPEFJA,37541,13,YouTube,Story,55+,Male,UK,44383,2424,118.2254069,0.8458418764,5.461550594,1
CAMP-WSHMLF,26798,36,LinkedIn,Text,18-24,Female,UK,43088,3576,160.7881185,0.621936502,8.299294467,1
CAMP-ZKICWM,15881,26,Google,Story,35-44,Female,US,13610,4262,85.69989295,1.166862601,31.3152094,1
CAMP-PEQYDB,13151,17,Facebook,Carousel,18-24,All,UK,49806,1574,378.7240514,0.2640444926,3.160261816,1
CAMP-PGVV4Z,39749,40,YouTube,Carousel,18-24,Female,US,48783,2909,122.7276158,0.8148125372,5.963142898,1
CAMP-WL3ZYT,7049,10,Google,Text,25-34,All,Germany,38603,4713,547.6379628,0.1826023884,12.20889568,1
CAMP-91QE37,42389,7,Instagram,Image,35-44,Male,Canada,26043,1626,61.43810894,1.627654264,6.243520332,1
CAMP-QQYZQI,8117,50,Instagram,Image,18-24,All,India,30542,3999,376.2720217,0.2657651758,13.09344509,1
CAMP-I4W6OZ,7041,28,Google,Video,45-54,Female,Canada,21031,3884,298.6933674,0.3347914983,18.46797585,1
CAMP-X25QBR,26034,20,Facebook,Text,18-24,Male,Canada,24193,3516,92.92847814,1.076096392,14.53312942,1
CAMP-MQG1VE,23486,8,Instagram,Story,45-54,All,Germany,12117,3404,51.59243805,1.938268548,28.09276223,1
CAMP-D32LX2,10309,39,LinkedIn,Text,25-34,Male,UK,23966,4599,232.4764769,0.4301510473,19.18968539,1
CAMP-TOOWT9,17815,50,Google,Video,18-24,Male,India,41558,4681,233.2753298,0.4286779922,11.26377593,1
CAMP-NM3V2P,29020,15,Google,Text,55+,Female,UK,46471,1959,160.1343901,0.6244754793,4.215532267,1
CAMP-2TIXC7,31803,30,Instagram,Text,25-34,Male,Canada,3865,4010,12.15294155,8.228460543,103.7516171,1
CAMP-URVQT3,42418,7,Facebook,Video,45-54,Female,US,31886,2736,75.17091801,1.3303017,8.580568274,1
CAMP-G8CD31,4737,15,LinkedIn,Image,25-34,Male,Canada,37527,4492,792.2102597,0.126229115,11.97004823,1
CAMP-NRXD35,4954,19,Facebook,Story,18-24,All,UK,37325,3175,753.4315704,0.1327260549,8.506363027,1
CAMP-6WAFFT,43188,52,YouTube,Video,35-44,Male,Canada,39393,402,91.2128369,1.096336913,1.020485873,0
CAMP-OUHYLU,37760,42,YouTube,Carousel,35-44,All,US,4823,975,12.77277542,7.82915198,20.21563342,1
CAMP-6K7P9M,39911,47,Instagram,Image,45-54,All,Germany,12496,224,31.309664,3.193902049,1.792573624,0
CAMP-DA9OEK,49389,34,Instagram,Carousel,45-54,Male,UK,30783,4614,62.32764381,1.60442452,14.98879252,1
CAMP-NTBZ3M,19956,31,Instagram,Image,35-44,All,Canada,10514,236,52.685909,1.898040708,2.244626213,1
CAMP-55IZOL,21933,53,YouTube,Story,45-54,Male,UK,48682,3499,221.9577805,0.4505361325,7.187461485,1
CAMP-NNTXRG,20063,60,Facebook,Story,25-34,Male,Germany,21626,4212,107.7904601,0.9277258855,19.476556,1
CAMP-N74F9Y,37032,5,Facebook,Text,55+,All,Canada,3370,3235,9.100237632,10.98872404,95.99406528,1
CAMP-ECAZRP,27269,58,Instagram,Carousel,55+,All,Canada,10800,226,39.60541274,2.524907407,2.092592593,1
CAMP-9DXOQ2,8041,42,LinkedIn,Image,25-34,Female,UK,37516,2278,466.5588857,0.214335217,6.072075914,1
CAMP-VPGSTQ,14488,36,Facebook,Story,55+,All,UK,26622,4278,183.7520707,0.5442115544,16.06941627,1
CAMP-MGVU4I,5669,42,YouTube,Video,18-24,Female,US,17998,1342,317.4810372,0.3149794422,7.456384043,1
CAMP-SOTN9U,4400,29,Google,Story,25-34,All,Germany,38876,4037,883.5454545,0.1131803684,10.3842988,1
CAMP-ZERYF0,39137,15,Google,Video,45-54,Male,US,23565,210,60.2115645,1.660810524,0.8911521324,0
CAMP-992QC6,36686,47,Google,Image,25-34,All,Canada,27917,3728,76.09714878,1.314109682,13.3538704,1
CAMP-DR08CW,12115,35,LinkedIn,Story,35-44,Male,UK,776,3929,6.405282707,15.6121134,506.314433,1
CAMP-2LBM2Q,45102,8,Instagram,Story,45-54,Male,Canada,25870,4990,57.35887544,1.743409354,19.28875145,1
CAMP-SQ0P82,6354,26,YouTube,Image,35-44,Male,Canada,6747,2804,106.1850803,0.9417518897,41.5592115,1
CAMP-KB700U,17244,21,LinkedIn,Story,45-54,Female,India,44728,1110,259.3829738,0.3855303166,2.481666965,1
CAMP-CRGB93,24314,18,YouTube,Video,55+,All,India,42075,2027,173.0484495,0.5778728461,4.817587641,1
CAMP-WKCS4K,40218,42,YouTube,Story,25-34,Male,Canada,13013,394,32.35615893,3.090601706,3.027741489,1
CAMP-EK4AEG,15283,30,Instagram,Carousel,18-24,Male,UK,49484,844,323.7845973,0.3088473042,1.705601811,0
CAMP-VFQ3JZ,6338,35,Google,Text,45-54,Female,Canada,1131,1525,17.84474598,5.603890363,134.8364279,1
CAMP-R25MDF,6190,50,Instagram,Video,45-54,All,India,20319,604,328.2552504,0.3046409764,2.972587234,1
CAMP-7FR91I,11737,43,LinkedIn,Carousel,35-44,All,UK,10826,582,92.23822101,1.08414927,5.375946795,1
CAMP-PWH0MX,22515,15,LinkedIn,Image,55+,Female,Canada,31866,1940,141.5323118,0.7065524383,6.087993473,1
CAMP-1EGOK0,24171,45,LinkedIn,Video,35-44,Female,Germany,14246,133,58.93839725,1.696686789,0.9335953952,0
CAMP-1TNZRF,45515,47,Instagram,Text,35-44,All,Germany,42162,2839,92.63319785,1.079526588,6.733551539,1
CAMP-5A7QY8,42779,27,YouTube,Text,55+,Female,Canada,16008,3386,37.42022955,2.672351324,21.15192404,1
CAMP-YB7W8P,41340,55,YouTube,Image,18-24,All,UK,23419,3771,56.64973391,1.765233358,16.10231009,1
CAMP-74MJDX,18371,44,Facebook,Image,35-44,All,Canada,11739,2269,63.89962441,1.564954425,19.32873328,1
CAMP-O100VH,36134,38,LinkedIn,Video,35-44,Male,Canada,17381,976,48.10151104,2.07893677,5.615327081,1
CAMP-MYGTY3,33534,29,YouTube,Story,45-54,Male,India,37578,1814,112.0594024,0.8923838416,4.827292565,1
CAMP-ADDQHK,4288,40,Facebook,Image,55+,All,Germany,13486,3264,314.505597,0.3179593653,24.20287706,1
CAMP-GAD7X4,49923,9,YouTube,Story,25-34,All,India,116,1544,0.2323578311,430.3706897,1331.034483,0
CAMP-8WZE4E,10261,7,LinkedIn,Carousel,18-24,All,India,30775,2836,299.9220349,0.3334199838,9.215272136,1
CAMP-X6U86Z,28832,45,Google,Text,18-24,All,Canada,25262,2739,87.61792453,1.141318977,10.84237194,1
CAMP-JQ7W7J,11414,47,LinkedIn,Story,55+,All,India,33382,1358,292.4653934,0.3419207956,4.068060631,1
CAMP-P61LFC,24054,60,Instagram,Text,45-54,All,Germany,25451,4135,105.8077659,0.9451102118,16.24690582,1
CAMP-1NLC8J,21608,59,YouTube,Story,45-54,Female,India,13443,1317,62.21306923,1.607379305,9.79692033,1
